Wikipedia 	930: Hucbaldo, monje y ⁇  de la zona de ⁇  (artículo 840).	930: Hucbaldo, monje ha atõi ojapóva Hyãsia pegua (ary reñói 840).
Wikipedia 	El fuego está en el norte de Paraguazú, en el sur de ⁇ , en el sur de Venezuela y en el sur de Brasil.	Ijykére oĩ yvate gotyo Paraguasu Atlántiko; kuarahyresẽ gotyo Suriname; kuarahyreike gotyo Venezuela; ha ñemby gotyo Brasil.
Wikipedia 	En ese mismo año salió a la luz un guión de papel en el que se hospedaba OUraguai, elaborado por Francisco Xavier de Mendonça Furtado, de la Universidad de Pombal, quien podría ser visto por los estudiantes de la diáspora.	Upe ary avei osẽ kuatiápe ñe'ẽpoty guasupe O Uraguai, karai Francisco Xavier de Mendonça Furtado herakuãre, Pombal ipehẽngue, ikatu ojehecha omomba'eguasu umi karai Poytuga pegua.
Wikipedia 	Viaja por los bosques con árboles frutales y todo tipo de especies de plantas y animales de todo el país, así como las actividades por el medio del medio ambiente, tiene grandes dimensiones en la tierra, en la sangre y en la sangre, además de grandes extensiones de tierra.	Oguereiko ka'aguy yvyate ha ojuapykuéripáva oikohápe opaichagua ka'avo ha mymba rehegua tetãmegua, péicha mba'apo akaháregua omambue tuicha tekoha, oguereko yvy ijyvateha ha ka'guy, avei yvy itindy tuicháva.
Wikipedia 	(Relatado: Serafina Haidée Villalba – San Pedro del Paraná) está desocupada, sudada en la ribera.	(Omombe'úva: Serafina Haidée Villalba – San Pedro del Parana) Kachíke ojahúhina, yno'öme, tape yképe.
Wikipedia 	Como lenguas indígenas, el Enxet-Lengua, el Enxet-Sanapana y el Islam están en estancia y colonias menonitas.	Ipehẽnguekuéraicha, Enxet-Lengua, Enxet-Sanapana avei isarambi estancia ha colonia menonita-kuéra ndive.
Wikipedia 	1948: Álvaro Caruncho, pintor español (f.	1948: Álvaro Caruncho, pintor español (f.
Wikipedia 	FO: Clara Zetkin, militante comunista y feminista ⁇  (artículo 1857).	1933: Clara Zetkin, militante comunista ha feminista Alemañagua (ary reñói 1857).
Wikipedia 	En el año 1977, el Presidente de la República, Jimmy Carter, ya estaba a punto de morir, siendo Presidente de la Suprema Corte de Justicia de la Nación; y en el año 2004, le concedieron la Asamblea General de los Estados Unidos sobre el Extremo Oriente.	Ary 1977-pe, Tetãruvicha Jimmy Carter ome'ẽkuri chupe, omanoriréma, Tetãruvicha Pyti'ajegua Tekosãsogua; ha ary 2004-pe, oñeme'ẽkuri chupe Estados Unidos Amandajevusu Pyti'ajegua Itajúgui.
Wikipedia 	Además, Claudio Mbisáu es un importante centro de la ciudad.	Ha'e avei Gynéa Mbisáu itáva tuichavéva.
Wikipedia 	1952: Luis Pastor, diputado federal.	1952: Luis Pastor, atõihára Espáña pegua.
Wikipedia 	1660: Mary Dyer, cuáquera de la compañía Ingyatérra, ejecutada (alrededor de 1611).	1660: Mary Dyer, cuáquera Ingyatérra pegua, ejecutada (ary reñói 1611).
Wikipedia 	La muralla de la ciudad de Cedrón era de plantilla y seco.	Ararova tetãvore Kordilléra pegua ha'e templado ha seco.
Wikipedia 	Mujeres de 3,6 hijos.	Kuñakuéra 3,6 imemby.
Wikipedia 	Rasa jeko es capaz de ese asunto.	Rasa jeko ikatupyry upe mba'épe.
Wikipedia 	1966: Grigori Perelmán, de la isla de ⁇ .	1966: Grigori Perelmán, matemático Rrúsia pegua.
Wikipedia 	Castellano - lengua oficial de la Unesco 3.	Castellano - lengua oficial de la Unesco 3.
Wikipedia 	El día 5 de mayo se celebra el Día de la leche.	Ára 5 jasypo oñemboarete Oporomomembýva Ára.
Wikipedia 	Ahora bien, en cuanto a las cosas que se consideran, este es el punto principal: Tenemos tal autoridad, y esta autoridad no es de nuestra autoridad, sino de nuestra autoridad.	Avañe'ẽ achegetyme tai poapy, ambue ñe'ẽme ipu hechauka He, avañe'ẽicha, Rromapeguañe'ẽ aty ndoipuru ko tai, karaiñe'ẽme, poytugañe'ẽme, hyãsiañe'ẽme ha ambueva, ko ñe'ẽ oipuru tai C. Nde ikatu rehechase upe jeikove ipaha, hérava avei mano.
Wikipedia 	2007: Jerry Falwell, pastor de la Iglesia Católica.	2007: Jerry Falwell, pastor Tetã peteĩ reko Amérikagua pegua (ary reñói 1933).
Wikipedia 	Este es el más extenso de su libro con Juan J. Rojas y el instrumento que estaba tocando tanto la guitarra como la flauta.	Ombopypukuve iñarandu Juan J. Rojas ndive ha instrumento ombopu ñepyrũva'ekue hína mimby ha mbaraka.
Wikipedia 	El rey Agripa es un miembro muy querido de la iglesia de ⁇ .	Tetã Joaty Alemaña (Alemañañe'ẽ: Bundesrepublik Deutschland) ha'e peteĩ tetã joaty oĩ Európape.
Wikipedia 	Ahora bien, la lengua es un fuego. La lengua constituye un mundo de injusticia entre los judíos y los gentiles.	Ko ñe'ẽngue 'nīl ou gyresiañe'ẽ Neilos (Νειλος).
Wikipedia 	Luego viene el mandato.	Upéikatu ogueru jejepe'aita ojapo'akue.
Wikipedia 	Clima: Dewey Phillips, disc-jockey de la Constitución en ⁇  (la muerte en el año 1968).	1926: Dewey Phillips, disc-jockey Tetã peteĩ reko Amérikagua pegua (ñemano ary 1968).
Wikipedia 	1821: Samuel Washington Woodhouse, cirujano y ⁇  en 1904.	1821: Samuel Washington Woodhouse, cirujano ha explorador Tetãvore Joapykuéra pegua (ñemano ary 1904).
Wikipedia 	Guadalajara, otra ciudad: Guadalajara Tavá, la capital (república de Cuba) es un país vecino de Para Karíve, América.	Táva guasu: Guadalajara Ambue táva: Guadalajara Tavá Tetã Kuva (karaiñe'ẽ: República de Cuba) ha'e peteĩ tetã ypa'ũ oĩ Para Karíve, Amérika.
Wikipedia 	La fuente tiene las siguientes estrellas: Karonte, Hidra, Nix, P4 y P5.	Plutõ oguereko po mbyja'e: Karonte, Hidra, Nix, P4 ha P5.
Wikipedia 	1967: Carlos Almeida Hernández, en la cárcel de ⁇ 	1967: Carlos Almeida Hernández, beisbolista Venesuéla pegua.
Wikipedia 	En la India, el reino de los cielos está dividido: el reino de los cielos está dividido, y el reino de los cielos está dividido.	India retãme, ojeiporúva peichareigua (kotuntamil) oñemohendapýma ohóvo ha ha'e ñe'ẽ jajuhúva ta'angamýi, ñoha'ãnga, ta'angambyry ha pukoépe.
Wikipedia 	Hoy es el 2 de abril de 2010.	Ojehechákuri árape: 2 de abril de 2010.
Wikipedia 	1900: Hugo Pesce, médico de la zona del Perú (quien murió en 1969).	1900: Hugo Pesce, médico Peru pegua (ary omano 1969).
Wikipedia 	Un bloque de piedras en transformación, en la zona del Cerro, ubicado en la Compañía 3 de Mayo, está ubicado en un monumento natural, denominado "Itá Balanza".	Peteĩ bloque ita oñemoambuéva, Cerro gotyo, oimehápe Compañía 3 de Mayo gotyo, oime peteĩ monumento natural, "Itá Balanza" oñehenóiva.
Wikipedia 	CS: Lawrence Block, escritor de Climate Development.	1938: Lawrence Block, haihára Tetãvore Joapykuéra pegua.
Wikipedia 	El refugio acarreó las protestas de los trabajadores contra la Itaipú.	Ko refugio ombojere yno'õ guasu avakuéra rembiapokue oñemongu'évo Itaipú usina guasu.
Wikipedia 	José Gabriel Benítez fue electo y le fue entregado el Premio Sájarov del Teta Compañía, representado por José Gaspar Rodríguez de Francia.	José Gabriel Benítez-pe ojeporavo ha ojehepyme'ẽkuri omotenonde hag̃ua Teta Arandukaróga, omopu'ãva'ekue karai José Gaspar Rodríguez de Francia.
Wikipedia 	1958: Annette Bening, de la familia de Claudio.	1958: Annette Bening, mba'eapohára Tetãvore Joapykuéra pegua.
Wikipedia 	1914: Francisco Fernando de Austria, máximo Austrohúngaro; asesinado (año 1841).	1914: Francisco Fernando de Austria, ruvicha austrohúngaro; asesinado (ary heñói 1841).
Wikipedia 	Se siembra el terreno, el algodón y la mandioca.	Oñeñotỹ parral, mandyju ha mandi'o.
Wikipedia 	Utiliza andénes o terrazas para sembrar y de esa manera se utiliza bien la tierra en la cima del cerro, denominada camellones o guarumo donde se vuelca el terreno, donde el agua puede contaminar la tierra, y ellos son los primeros en irrigaciones.	Oipuru andenes térã terrazas ñemitỹrã ha péicha ojepuru porã yvy oĩ yvyty ru'ãme, ojeheróva camellones térã waru waru tenda ijyvatehápe, ikatuhápe y ojaho'i yvy, avei ha'ekuéra itenondekuri irrigaciones-pe.
Wikipedia 	l es el mediador de una alianza nueva.	Ha'e peteĩ ñe'ẽnunga Tshangla gui.
Wikipedia 	El kakapo o la capucha (en la lengua kākāp ⁇ , que significa « Gana y Gana ») son las aves que vuelan en medio del mar, y que viven en el país de Selanda.	Kakapo térã kákapu (maoríñe'ẽme kākāpō, he'iseva ‘gua'a pyharepegua'; Strigops habroptilus) ha'e peteĩ guyra gua'a juehegua, oiko pyharére ha oikovente mante Pyahu Selanda retãme.
Wikipedia 	Alrededor de la superficie de la tierra había una gran cosecha de granos.	Ã ysyry ijerére oĩ heta ñemitỹ.
Wikipedia 	Este martes se venera en la tierra de ⁇  Sará, luego de que en el año 1975 la lengua escocesa de ese Colonial desde ese entonces pasó a llamarse con el nombre de Saráforo.	Marruéko oñembojára Kuarahyreike Saára ijyvy apekue pehẽnguére, oiko rire ary 1975-pe Epáña ñesẽ upe kolóniagui ojehero akue Saára Epáñagua.
Wikipedia 	Murió en Asunción, el 15 de abril de 1960.	Omano Paraguaýpe, 15 jasyrundy 1960 jave.
Wikipedia 	Ciudadanos: 5.540.545 - 2016 (2004).	Tavayguakuéra: 5.540.545 - 2016 (joheipyre).
Wikipedia 	Wikimedia Commons tiene una imagen de Vevehare.	Wikimedia Commons oguereko ta'ãnga Vevehajere reheguaCommons.
Wikipedia 	Posteriormente, en 1998, escribió "Gran diccionario Katygára".	Uperire, ary 1998, ohaíkuri "Gran diccionario Katygára".
Wikipedia 	Por ejemplo, el cruzado del campo Unio da Serra se convirtió en una ciudad del país de Brasil, en ⁇ .	Techapyrã kuarahy kuraire União da Serra ha'ehína peteĩ táva Brasil retãme, ñembýpe gotyo.
Wikipedia 	Zapopan Tlaquepaque Akutisa (en su idioma: Cotisa) es la ciudad de ⁇ , en la provincia de ⁇ .	Zapopán Tlaquepaque Akutiporã (poytugañe'ẽme: Cotiporã) ha'ehína peteĩ táva Pindorama retãme, ñembýpe gotyo.
Wikipedia 	Hay 88 estrellas en el universo.	Oĩ 88 mbyjaty arapype.
Wikipedia 	1932: Lalo Schifrin, pianista y ⁇  de la Argentina.	1932: Lalo Schifrin, pianista ha atõi ojapóva Argentina pegua.
Wikipedia 	El que no ama no ha nacido de su propio vientre, sino que ha nacido de su propio vientre, y así procede de la muerte.	Umi omonei'ỹva membykua he'i upe mitãñepyrũ térã mitãrã ha'eha tapicha yvypóra oguerekóva tekokatu oikove hag̃ua, ha ombojoja membykua jejuka rehe.
Wikipedia 	El 6 de julio del año 1957, mientras tocaban en el patio de la iglesia de Woolton Parich, sus compañeros Iván le presentaron a otro joven, llamado Paul Mc Cartney.	Ára 6 jasypokõi ary 1957-pe, ombopu jave Woolton Parich tupão korapýpe, iñirũ Iván omboja hendápe ambue mitãrusúpe, hérava Paul Mc Cartney.
Wikipedia 	Al momento de apostar con ellos a los mamelucos portugueses, también se mostró el valor del dinero (concepción materialista) en la historia del Paraguay, como lo relató Rivarola Matto.	Ko'ãva, ñamoĩvévo hendive ivirupotaha umi mamelucos portugueses, ohechauka avei ipirapire potaha (concepción materialista) tetã Paraguái rembiasakue omombe'uháicha Rivarola Matto.
Wikipedia 	Cuidado con el menazo que sale de la guarida, lleva implementos y niños.	Oñangareko ménare osẽvove guatahápe, ogueraha tembipurukuéra ha membykuéra.
Wikipedia 	Neneco empezó a meter la banda en el Batallón Rojas Silva Salesianito, donde tocaba la trompeta.	Neneco oñepyrũ oike ko mba'épe pe banda Batallón Rojas Silva Salesianito-pe, ombopuhápe trompeta.
Wikipedia 	Tras la oración a la santa María Felicia de Jesús, el corazón del niño empezó a abrirse de nuevo.	Oiko rire ñembo'e María Felicia Hesu Rekomarangatuguápe, pa aravo'i rire, pe mitãra'y korasõ'i oñepyrũ otytyijey.
Wikipedia 	Cráneo: El templete de Christian Montero es el templete de la Costa Rica.	1982: Christian Montero, vakapipopo ha'ãhára Costa Rica pegua.
Wikipedia 	2013: Víktor Kulikov, catalán soviético (y ⁇ : ⁇ ).	2013: Víktor Kulikov, milíko soviético (ary reñói: 1921).
Wikipedia 	1984 Paola Salusto, un levita natural de la Argentina,	1984: Paola Sallustro, mba'eapohára ha opurahéiva Argentina pegua.
Wikipedia 	Poloña fue injertada luego de que el intendente Boleslao I. Luego del Vístulano.	Polóña héra ete peteĩha oñemboruvicha rire karai Boleslao I. Tetã Vistulano rire.
Wikipedia 	1969: Laurent Dufaux, ciclista suizo.	1969: Laurent Dufaux, ciclista suizo.
Wikipedia 	Se sabe que existen dos clases de enfermedades: una de ellas, el cáncer de mama y la otra, que es el cáncer de mama. La enfermedad se manifiesta en el 80 por ciento de la población, y la otra, en el cuadrante de lactancia.	Ojeikuaa oiko meméva mokõi káma akytã'ai mba'asy: peteĩ oñepyrũva umi kamby rapemíme ogueraháva kamby káma guive kamapu'ã meve (ko mba'asy oiko meméva ha amo 80 % opaite káma akytã'aigui ha'e niko ko mba'asy peteĩha); ha ambue oñepyrũva upe káma pehẽngueme ojapóva kamby (amo 10 térã 12 % opaite káma akytã'aigui).
Wikipedia 	Respeto en su obra: en Itàlia.	Jehechakuaa tembiapoukapýpe: Itàlia-pe.
Wikipedia 	Bajo su sangre (punto a parte) y 1.3.	Kyta iguýpe (punto a parte) ha 1.3.
Wikipedia 	San Joaquín se quedó a 242 km de la ciudad de Asunción, a orillas del Río Tapiracuá, donde su madre enseñó muchos campos.	San Joaquín opyta 242 km táva Paraguaygui, Rio Tapiracuái rembe'ýpe, hi'y ombo'avevóva yvy ko'árupi.
Wikipedia 	También tiene muchas otras casas, de las cuales la gente se ocupa en los negocios.	Oguereko avei heta óga momba'aporã opa tetã oĩva ijatýpe.
Wikipedia 	También, de noche y de día, la gente se emborrachaba al oír el mensaje.	Oje'e avei pyhare oguahe ha otuñe'ẽ puku, maymáva ahendúhape omopirĩmba.
Wikipedia 	Los alumnos que viven en el sistema educativo tienen un aumento de 8.932, tanto niños como adultos.	Temimbo'ekuéra oĩva mbo'ehaoháre ohupity 8.932, mitã ha mitãrusu mbo'ehao pegua.
Wikipedia 	La fiebre se extendió hasta las 17 horas.	Upe ñorairõ ojepysókuri 17 aravo peve.
Wikipedia 	Atropellaron a los hombres, pero sus restos fueron rodados con fuerza.	Oñemongora hikuái umi kuimba'éva ha imbarakapu javeve ombotororekuévo hete oñepyrũ opyrũ hatã hatã.
Wikipedia 	A pesar de que él mismo ha pasado por muchos sufrimientos y pruebas,	Abigrap niko hetaiterei mba'éma ojapo hekove pukukue javevépe.
Wikipedia 	1972: Christian Wörns, un auténtico zapato de ⁇ .	1972: Christian Wörns, vakapipopo ha'ãhára Alemáñagua.
Wikipedia 	1931: Amado García Guerrero, militar dominicano (muerto: 1961).	1931: Amado García Guerrero, militar dominicano (ary omano: 1961).
Wikipedia 	Está a cargo de una obra de circuito, de la cual todos pueden profetizar.	Oñemboguata tembiapo ambue táva oguatáva ñe'ẽkõime ko yvy ape ári ndive, ikatu hag̃uáicha oñemopeteĩ tembiasakue ha kuaapyhy.
Wikipedia 	La ciudad de las Diez Lenguas y Santo Domingos es fundada en el año 1975.	Diez Lenguas ha Santo Domingos ha'e tava'i oñemopyendáva ary 1975 rupi.
Wikipedia 	GUARANI DEL RÍO DE YPY 2.1.1.	GUARANI ÑE'ẼTE REKO YPY 2.1.1.
Wikipedia 	En Wikita hay un miembro del Cuerpo Gobernante.	Wikiespecies oguereko peteĩ kuatiarogue Ryguasu rehegua.
Wikipedia 	Los eudíptos son crisólitos, y son una carga de la cabeza.	Eudyptes chrysocome, yperana akã votõju.
Wikipedia 	La Comisión de las Naciones Unidas tiene su sede en la Ciudad de Nueva York, Estados Unidos de América.	Tetãita Joaju Atyvusuoguereko hóga Táva Nueva York, Estados Unidos de Amérika retãme.
Wikipedia 	La demora fue de 176 215 km2, por lo que Uruguay fue el segundo país más pequeño después de Surinam.	Ijapekue hína 176 215 km², apekue rupive Uruguái hína pe tetã michĩve mokõiha, tetã Surinam rire.
Wikipedia 	Era el tiempo en que Marandeo llevaba el rollo escrito en la mano.	Marandeko niko ha'e ára ohasapámava ñeha'ỹijo ojehai haguéicha kuatiakuépe.
Wikipedia 	Adoraba a la gente, y se iba al monte a buscar ídolos para engañarla.	Oúva la gente, ha oho yvyty gotyo, ohechukaha gotyo ta'ãngami, ha maymávapente ombotavy.
Wikipedia 	1962: Steve Shelley, baterista de la Universidad de ⁇ , de las bandas The Crucifucks y Sonic Youth.	1962: Steve Shelley, baterista Tetãvore Joapykuéra pegua, de las bandas The Crucifucks ha Sonic Youth.
Wikipedia 	No pudo.	Ndaikatúi.
Wikipedia 	Con este fin se ha establecido un nuevo camino — un camino inconmovible — que conduce a la ruina que está por venir sobre la tierra. Con este propósito, se ha convertido en un lugar de descanso para el pueblo de Dios.	Ko ñe'ẽme'ẽ pytyvõrã rupi oñemoñepyrũse San Lorenzo-pe peteĩ tape pyahu máramo ojevy'ỹtamava, oñeme'ẽ hag̃ua guaraníme imba'e tee, ha ha'e rupi avei iñe'ẽharakuéra ha ñane retã rapoteépe, ikatu hag̃uáicha ñamoambue tekojoja'ỹ vaieta ymaite guivéma omomarãva ñande reko ha guarani ñe'ẽharakuérape.
Wikipedia 	Rolandi, Rubén.	Rolandi, Rubén.
Wikipedia 	34 a. C.: Salustio, historiador romano (artículo 86 a. C.).	34 a. C.: Salustio, historiador romano (ary reñói 86 a. C.).
Wikipedia 	Es sobre el río, que hace que al país le transfieran los regalos, petróleo y derivados, prácticamente.	Péva río, ombohasáva tetãme ñeme'ẽs, petroleo ha derivado, ohasapaitéva.
Wikipedia 	En este lugar se encontró un camino negro que va hasta las ciudades de San Bernardino, Altos y Loma Grande, además de tener muchos caminos para lavar y un ayate que unirá a muchas ciudades, además de un camino por tierra.	Ko tetãvore'ipe oguãhẽ tape hũ ohóva tavakukéra San Bernardino, Altos ha Loma Grande peve, upéicha avei oguereko heta tape porã oñembo'ita ha ijytara'ỹva ombojoajúva heta tava'ikuéra, avei oguereko tape yvyreínteva.
Wikipedia 	Uno de los muchos que han hablado de "Quién será el que gobernará... el perro o el gato" ha quedado con nosotros en el recuerdo.	Peteĩva iñe'ẽgue hetave apytépe "Máva itenondéta... jagua térãpa mbarakaja" opytáma mandu'arãme ñane retãygua apytépe.
Wikipedia 	Con esto puso en peligro a Maláui en 1924, cuando el país se llamaba Nayasalándia.	Ha'e akue Maláui itavusu peteĩha, ko tetã ojehero jave Nyasalándia.
Wikipedia 	Regresemos a lo más importante que tenemos que hacer para llegar hasta aquí como coronel a Cerro Corcá.	Javo'ói ijetu'uvévape oike ha péichape og̃uahẽ coronel ramo Cerro Corápe.
